action,cms_account_id,name,legal_name,website,street_address,city,state_province,postal_zip,country,region,timezone,latitude,longitude,segment,marina_type,ownership_type,parent_company,slip_count,slip_mix,avg_boat_size_range,power_demand_intensity,seasonality,expansion_plans,expansion_notes,contact_name,contact_title,contact_email,contact_phone,contact_linkedin,tags,notes,lead_source
NEW,,Abbotts Harbour Marina,,,,North Yorkshire,Nova Scotia,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"nova-scotia,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Arisaig Harbors,,,,Arisaig Harbour,Nova Scotia,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"nova-scotia,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Alder Point Harbour,,,,Alder Point,Nova Scotia,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"nova-scotia,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Atlantic Canada House Blockhouse Point,,,,Tatamagouche,Nova Scotia,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"nova-scotia,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Atlantica Hotel and Marina Oak Island,,,,Western Shore,Nova Scotia,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"nova-scotia,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Annapolis Royal Wharf,,,,St George,Nova Scotia,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"nova-scotia,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Aulds Cove Harbour Marina,,,,Aulds Cove,Nova Scotia,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"nova-scotia,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Ballantyne’s Cove,,,,Ballantynes Cove,Nova Scotia,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"nova-scotia,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Cribbon’s Point,,,,Merigomish,Nova Scotia,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"nova-scotia,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Sunrise Shore Marina,,,,Tatamagouche,Nova Scotia,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"nova-scotia,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Yarmouth Bar - Cape Forchu Harbour,,,,Yarmouth,Nova Scotia,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"nova-scotia,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Cape John Harbour Marina,,,,River John,Nova Scotia,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"nova-scotia,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Cape St Mary's Harbour,,,,Salmon River,Nova Scotia,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"nova-scotia,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Carter's Point Harbour,,,,Halifax County,Nova Scotia,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"nova-scotia,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,St Peter's Lion's Club Marina,,,,St. Peter's,Nova Scotia,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"nova-scotia,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/nova-scotia-marinas/). Nova Scotia marina/harbour directory listing.,chatgpt_research_2026_canada
NEW,,Barre De Cocagne Marina,,,,Wellington,New Brunswick,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"new-brunswick,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Bay Du Vin Harbour,,,,Bay Du Vin,New Brunswick,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"new-brunswick,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Belleisle Bay Marina,,,,Kingston,New Brunswick,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"new-brunswick,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Blue Cove Harbour,,,,Anse Bleue,New Brunswick,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"new-brunswick,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Botsford Harbor Marina,,,,Murray Corner,New Brunswick,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"new-brunswick,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Burnt Church Harbour,,,,Burnt Church,New Brunswick,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"new-brunswick,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Cap De Cocagne Marina,,,,Cocagne,New Brunswick,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"new-brunswick,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Cap Lumiere Marina,,,,Richibucto-Village,New Brunswick,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"new-brunswick,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Cap Pele Marina,,,,Cap Pele,New Brunswick,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"new-brunswick,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Cape Des Caissie Marina,,,,Shediac Bridge,New Brunswick,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"new-brunswick,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Cape Tormentine Marina,,,,Cape Tormentine,New Brunswick,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"new-brunswick,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Chocolate Cove Wharf,,,,Deer Island,New Brunswick,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"new-brunswick,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Head Harbour Public Wharf,,,,Campobello Island,New Brunswick,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"new-brunswick,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Leonardville Wharf,,,,Leonardville,New Brunswick,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"new-brunswick,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Brundage Point River Center,,,,Grand Bay-Westfield,New Brunswick,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"new-brunswick,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Chipman Marine Wharf,,,,Chipman,New Brunswick,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"new-brunswick,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Fredericton Yacht Club – Douglas Harbour,,,,Douglas,New Brunswick,,CA,Atlantic,America/Halifax,,,yacht_club,,,,,,,,,,,,,,,,"new-brunswick,atlantic,yacht-club",NEW ROW 2026-04-28: found in public marina/directory source (https://canadamarinas.com/). New Brunswick marina/wharf/yacht club directory listing.,chatgpt_research_2026_canada
NEW,,Poplar Grove Camp,,,,Ennismore,Prince Edward Island,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"prince-edward-island,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://marinas.com/browse/marina/CA/PE). Prince Edward Island marina/harbour listing.,chatgpt_research_2026_canada
NEW,,Stanley Bridge Marina,,,,Stanley Bridge,Prince Edward Island,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,,,"prince-edward-island,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://marinas.com/browse/marina/CA/PE). Prince Edward Island marina/harbour listing.,chatgpt_research_2026_canada
NEW,,Beach Point Harbour,,,,Beach Point,Prince Edward Island,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"prince-edward-island,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://marinas.com/browse/marina/CA/PE). Prince Edward Island marina/harbour listing.,chatgpt_research_2026_canada
NEW,,Georgetown Fishermens Wharf Harbor,,,,Georgetown,Prince Edward Island,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"prince-edward-island,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://marinas.com/browse/marina/CA/PE). Prince Edward Island marina/harbour listing.,chatgpt_research_2026_canada
NEW,,Murray River Wharf,,,,Murray River,Prince Edward Island,,CA,Atlantic,America/Halifax,,,government_dock,,,,,,,,,,,,,,,,"prince-edward-island,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://marinas.com/browse/marina/CA/PE). Prince Edward Island marina/harbour listing.,chatgpt_research_2026_canada
NEW,,West Point Marina,,,,West Point,Prince Edward Island,,CA,Atlantic,America/Halifax,,,marina,,,,,,,,,,,,,,-3464,,"prince-edward-island,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://marinas.com/browse/marina/CA/PE). Prince Edward Island marina/harbour listing.,chatgpt_research_2026_canada
NEW,,Ramea Harbour,,,,Ramea,Newfoundland and Labrador,,CA,Atlantic,America/St_Johns,,,government_dock,,,,,,,,,,,,,,,,"newfoundland-labrador,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://www.predictwind.com/marinas/canada/newfoundland-and-labrador). Newfoundland and Labrador marina/harbour listing.,chatgpt_research_2026_canada
NEW,,Fortune Harbour,,,,Fortune,Newfoundland and Labrador,,CA,Atlantic,America/St_Johns,,,government_dock,,,,,,,,,,,,,,,,"newfoundland-labrador,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://www.predictwind.com/marinas/canada/newfoundland-and-labrador). Newfoundland and Labrador marina/harbour listing.,chatgpt_research_2026_canada
NEW,,Musgrave Harbour,,,,Musgrave Harbour,Newfoundland and Labrador,,CA,Atlantic,America/St_Johns,,,government_dock,,,,,,,,,,,,,,,,"newfoundland-labrador,atlantic,government-dock",NEW ROW 2026-04-28: found in public marina/directory source (https://www.predictwind.com/marinas/canada/newfoundland-and-labrador). Newfoundland and Labrador marina/harbour listing.,chatgpt_research_2026_canada
NEW,,CAI Nunatsiavut Marine Inc,,,,Goose Bay,Newfoundland and Labrador,,CA,Atlantic,America/St_Johns,,,marina,,,,,,,,,,,,,,,,"newfoundland-labrador,atlantic,marina",NEW ROW 2026-04-28: found in public marina/directory source (https://www.predictwind.com/marinas/canada/newfoundland-and-labrador). Newfoundland and Labrador marina/harbour listing.,chatgpt_research_2026_canada
