action,cms_account_id,name,legal_name,website,street_address,city,state_province,postal_zip,country,region,timezone,latitude,longitude,segment,marina_type,ownership_type,parent_company,slip_count,slip_mix,avg_boat_size_range,power_demand_intensity,seasonality,expansion_plans,expansion_notes,contact_name,contact_title,contact_email,contact_phone,contact_linkedin,tags,notes,lead_source
EXISTING,834,Portside Marina,,,,Brentwood Bay,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,670,Becher Bay Marina Ltd,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,709,Canoe Cove Marina & Boatyard,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,710,Capital City Yacht Club,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,712,Cedar Grove Marina & Custom Yacht Sales,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,715,Cheanuh Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,721,Coast Victoria Hotel & Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,733,Deep Cove Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,752,Gallaugher's Sports Fishing Camp,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,753,Ganges Centennial Harbour,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,754,Ganges Kanaka Harbour,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,755,Ganges Marina & Fuel Dock,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,759,Goldstream Boathouse Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,767,Harbour Haven,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,775,Hidden Harbour- Victoria,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,776,Inner Harbour Causeway / Ship Point,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,794,Marina Park Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,808,North Saanich Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,809,Oak Bay Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,817,Pedder Bay RV Resort & Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,827,Port Browning Marina Resort,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,832,Port Renfrew Marina & RV Park,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,833,Port Sidney Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,844,Royal Victoria Yacht Club,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,845,Royal Victoria Yacht Club - Tsehum Haven,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,847,Sailor's Cove Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,849,Salt Spring Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,859,Sooke Harbour Authority,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,860,Sooke Harbour Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,861,Sooke Landing Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,869,Sunny Shores Resort & Marina Ltd,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,880,Thieves Bay Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,890,Van Isle Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,892,Vesuvius Bay,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,893,Victoria International Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,894,Village Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,900,Westbay Marine Village,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,901,Westport Marina,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,903,Wharf Street & Hyack,,,,Capital Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,671,Bella Coola Harbour,,,,Central Coast Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,731,Dawsons Landing Marina,,,,Central Coast Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,740,Duncanby Lodge & Marina,,,,Central Coast Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,741,"Duncanby Lodge & Marina, Rivers Inlet, BC",,,,Central Coast Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,796,Martins Marina,,,,Central Coast Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,810,Ocean Falls Municipal Dock,,,,Central Coast Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,854,SHEARWATER MARINE RESORT,,,,Central Coast Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,723,Comox Municipal Marina,,,,Comox Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,724,Comox Valley Harbour Authority,,,,Comox Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,750,Ford Cove Harbour Authority,,,,Comox Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,813,Pacific Playgrounds Oceanside Resort,,,,Comox Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,848,Salmon Point RV Resort and Marina,,,,Comox Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,822,Pitt Meadows Marina,,,,Coquitlam,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,702,Bluenose Marina,,,,Cowichan Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,716,Cherry Point Marina,,,,Cowichan Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,726,Cowichan Bay Fishermen's Wharf Assn,,,,Cowichan Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,727,Cowichan Bay Marina Ltd,,,,Cowichan Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,730,Crofton Harbour,,,,Cowichan Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,756,Genoa Bay Marina,,,,Cowichan Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,787,Ladysmith Marina,,,,Cowichan Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,792,Maple Bay Marina,,,,Cowichan Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,821,Pier 66 Marina,,,,Cowichan Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,879,Thetis Island Marina and Resort,,,,Cowichan Valley Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,705,Bridges Marina,,,,Delta,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,784,Ladner Harbour Authority-Ladner Harbour Boat Basin,,,,Delta,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,785,Ladner Harbour-Ladner Wharf (5000 Elliott Street),,,,Delta,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,786,Ladner Yacht Club,,,,Delta,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,843,Royal City Marina,,,,Delta,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,873,Syd's Marina,,,,Delta,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,743,Echo Bay Marina and Lodge Status,,,,Echo Bay,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,800,Mission Harbour Authority,,,,Fraser Valley,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,668,Bayshore West Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,703,Bowen Island Marina & The Pier,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,706,Burrard Civic Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,707,Burrard Yacht Club,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,711,Captain's Cove Marina - Work Yard,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,719,Coal Harbour Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,728,Crescent Beach Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,746,False Creek Harbour Authority - Fishermen's Wharf,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,747,False Creek Yacht Club,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,771,Heather Civic Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,788,Lions Bay Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,791,Lynnwood Marina & Boatyard,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,795,Maritime Market & Marina Ltd,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,799,Milltown Marina & Boatyard,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,803,Mosquito Creek Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,818,Pelican Bay Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,838,Quayside Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,841,River House Marina Ltd,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,239,Royal Vancouver Yacht Club- Coal Harbour Station,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,852,Sewell’s Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,855,Shelter Island Marina & Boatyard,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,863,Spruce Harbour Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,870,Sunset Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,881,Thunderbird Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,888,Union Steamship Marina & Bowen Island Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,896,Ward's Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,898,West Vancouver Marina,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,899,West Vancouver Yacht Club,,,,Metro Vancouver Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,798,Mill Bay Marina,,,,Mill Bay,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,802,Montague Harbour Marina,,,,Montague Harbour,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,734,DEEP COVE NORTH SHORE MARINA,,,,North Vancouver,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,811,Otter Bay Marina,,,,Port Washington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,669,Beach Gardens Resort & Marina,,,,Powell River Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,699,Bliss Landing Private Estates & Marina,,,,Powell River Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,790,Lund harbour,,,,Powell River Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,793,Marble Bay Marina,,,,Powell River Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,835,Powell River Westview Harbour,,,,Powell River Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,876,Texada Boat Yard,,,,Powell River Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,882,Toba Wilderness,,,,Powell River Regional District,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,240,AHOUSAHT HARBOUR AUTHORITY,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,672,Awis Guesthouse and Marina,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,666,Bamfield East Dock,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,696,Black Rock Landing,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,708,Canadian Princess Marina,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,713,Centennial Park Boat Launch & Moorage,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,714,Centennial Pier -Port Alberni,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,717,China Creek Campground and Marina,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,718,Clutesi Haven Marina,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,742,Eagle Nook Resort,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,749,Fishermen's Harbour -Port Alberni,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,761,Great Central Lake Rv Resort & Marina,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,768,Harbour Quay Marina - Port Albertini,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,769,Harbourside Lodge,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,777,Island West Resort,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,823,Poett Nook Marina and Campground,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,862,Sproat Lake Marina,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,883,Tofino Harbour Authority,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,884,Tofino Resort + Marina,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,887,Ucluelet Harbour,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,889,Upnit Lodge & Marina,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,801,MK Bay Marina,,,,Regional District of Kitimat-Stikine,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,241,Alder Bay RV Park & Marina,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,242,Alert Bay Harbour,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,778,JENNIS BAY MARINA,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,779,Jeune Landing Marina,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,783,Kwatsi Bay,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,807,North Island Marina,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,826,Port Alice Municipal Marina-Rumble Beach Marina,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,825,Port Alice \| Northern Vancouver Island,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,829,Port Hardy Harbour Authority,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,830,Port Hardy-Seine Floats,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,836,Quarterdeck & Marina Resort,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,858,Sointula Harbour,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,874,Telegraph Cove Resort,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,878,The Outpost at Winter Harbour,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,904,Winter Harbour Marina and RV,,,,Regional District of Mount Waddington,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,662,Anchorage Marina Village,,,,Regional District of Nanaimo,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,732,DEEP BAY MARINA,,,,Regional District of Nanaimo,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,735,Degnen Bay Government Wharf,,,,Regional District of Nanaimo,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,745,Fairwinds Marina,,,,Regional District of Nanaimo,British Columbia,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
